id	gene	deltaPSI	deltaPSIc	z	p	q
chr2_42577647_42578499_-	COX7A2L	-0.01	0.005	0.2	0.38	0
chr15_59224555_59224642_-	SLTM	-0.07	-0.065	-0.49	0.51	0
chr1_169267794_169268001_-	NME7	0.02	0.025	0.39	0.46	0
chr12_77214838_77214947_+	ZDHHC17	0.25	0.265	2.76	2.54	0.67
chr4_110605599_110605802_+	CCDC109B	0.04	0.045	0.59	0.56	0
chr9_127965287_127965345_+	RABEPK	-0.05	-0.035	-0.2	0.38	0
chr9_127975649_127975801_+	RABEPK	0.08	0.095	1.08	0.85	0
chr15_59960302_59960337_-	BNIP2	-0.02	-0.015	0	0.3	0
chr9_127982818_127982979_+	RABEPK	0.07	0.085	0.98	0.79	0
chr21_34715574_34715728_+	IFNAR1	-0.08	-0.065	-0.49	0.51	0
chr2_112582708_112582744_-	ANAPC1	-0.06	-0.045	-0.3	0.42	0
chr10_27499743_27500010_-	ACBD5	-0.01	-0.005	0.1	0.34	0
chr12_120112145_120112259_+	PRKAB1	-0.14	-0.125	-1.09	0.86	0
chr11_31812258_31812408_-	PAX6	0.04	0.045	0.59	0.56	0
chr10_27524021_27524141_-	ACBD5	-0.01	-0.005	0.1	0.34	0
chr6_116972735_116972900_-	ZUFSP	-0.03	-0.015	0	0.3	0
chr8_101237401_101237567_+	SPAG1	-0.09	-0.075	-0.59	0.56	0
chr19_36581347_36581422_+	WDR62	-0.13	-0.105	-0.89	0.73	0
chr1_171492574_171492661_+	PRRC2C	-0.03	-0.025	-0.1	0.34	0
chr14_36781165_36781230_-	MBIP	0.02	0.025	0.39	0.46	0
chr3_149684038_149684373_-	PFN2	-0.01	-0.005	0.1	0.34	0
chr3_149684047_149684373_-	PFN2	-0.01	-0.005	0.1	0.34	0
chr6_117892023_117892118_-	GOPC	-0.02	-0.015	0	0.3	0
chr2_44117362_44117501_-	LRPPRC	0.13	0.135	1.48	1.16	0
chr9_128677965_128678206_+	PBX3	-0.31	-0.295	-2.76	2.54	0.67
chr10_70945743_70945820_+	SUPV3L1	0.05	0.065	0.79	0.67	0
chr17_35508226_35508346_-	ACACA	-0.11	-0.105	-0.89	0.73	0
chr5_150413169_150413360_-	TNIP1	0.05	0.055	0.69	0.61	0
chr14_37716308_37716445_+	MIPOL1	0.02	0.035	0.49	0.51	0
chr17_3567489_3567566_-	TAX1BP3	-0.04	-0.025	-0.1	0.34	0
chr8_101965078_101965211_-	YWHAZ	-0.02	-0.015	0	0.3	0
chr17_35787049_35787108_+	TADA2A	-0.09	-0.065	-0.49	0.51	0
chr3_150336496_150336590_+	SELT	0.01	0.015	0.29	0.41	0
chr17_35797839_35797930_+	TADA2A	-0.08	-0.065	-0.49	0.51	0
chr12_88509255_88509347_-	CEP290	0.02	0.035	0.49	0.51	0
chr11_33121154_33121263_-	CSTF3	-0.07	-0.055	-0.4	0.46	0
chr14_37969113_37969343_+	MIPOL1	0.03	0.035	0.49	0.51	0
chr3_15093942_15094140_-	MRPS25	-0.07	-0.055	-0.4	0.46	0
chr9_130940648_130940769_-	CIZ1	-0.03	-0.025	-0.1	0.34	0
chr12_88534733_88534771_-	CEP290	0.04	0.045	0.59	0.56	0
chr19_54609660_54609753_+	NDUFA3	0.01	0.015	0.29	0.41	0
chr10_71930169_71930228_-	SAR1A	0.05	0.055	0.69	0.61	0
chr22_35820147_35821423_+	MCM5	0.17	0.165	1.77	1.42	0
chr3_119562102_119562200_-	GSK3B	0.01	0.015	0.29	0.41	0
chr1_46746797_46747057_-	LRRC41	-0.03	-0.025	-0.1	0.34	0
chr17_17183888_17184014_-	COPS3	0.01	0.015	0.29	0.41	0
chr14_39597484_39597552_+	GEMIN2	-0.01	-0.005	0.1	0.34	0
chr10_31784708_31784767_+	ZEB1	-0.02	-0.005	0.1	0.34	0
chr6_122772809_122772899_-	SERINC1	-0.03	-0.015	0	0.3	0
chr17_79993897_79993939_-	DCXR	-0.04	-0.035	-0.2	0.38	0
chr7_102234497_102234689_-	RASA4	0.05	0.075	0.89	0.73	0
chr14_39623415_39623498_-	TRAPPC6B	0.02	0.025	0.39	0.46	0
chr17_36474586_36474634_+	MRPL45	-0.07	-0.065	-0.49	0.51	0
chr11_3381950_3382018_-	ZNF195	-0.01	0.005	0.2	0.38	0
chr19_37209850_37212229_+	ZNF567	0.04	0.045	0.59	0.56	0
chr11_111612241_111612336_-	PPP2R1B	0.05	0.055	0.69	0.61	0
chr15_64388203_64388371_+	SNX1	-0.04	-0.035	-0.2	0.38	0
chr14_104151323_104151653_+	KLC1	-0.1	-0.095	-0.79	0.67	0
chr1_145339404_145339512_+	NBPF10	0.1	0.135	1.48	1.16	0
chr1_176145046_176145143_-	RFWD2	-0.23	-0.215	-1.97	1.61	0.08
chr14_45565306_45565431_+	PRPF39	-0.01	0.015	0.29	0.41	0
chr12_93772326_93772566_+	NUDT4	0.01	0.015	0.29	0.41	0
chr12_121670217_121670310_+	P2RX4	-0.02	0.005	0.2	0.38	0
chr12_93772354_93772566_+	NUDT4	0.01	0.015	0.29	0.41	0
chr6_125622995_125623104_-	HDDC2	0.02	0.035	0.49	0.51	0
chr17_36971878_36971988_-	CWC25	0.03	0.045	0.59	0.56	0
chr17_36971878_36971994_-	CWC25	0.07	0.085	0.98	0.79	0
chr9_131761451_131761596_+	NUP188	-0.03	-0.025	-0.1	0.34	0
chr1_178875911_178876002_+	RALGPS2	-0.07	-0.065	-0.49	0.51	0
chr16_31886473_31886623_+	ZNF267	0.03	0.045	0.59	0.56	0
chr4_122749774_122749828_-	BBS7	-0.04	-0.025	-0.1	0.34	0
chr2_128608164_128608259_-	POLR2D	0.01	0.015	0.29	0.41	0
chr14_45579297_45579379_+	PRPF39	-0.05	-0.025	-0.1	0.34	0
chr3_15631047_15631119_-	HACL1	-0.11	-0.095	-0.79	0.67	0
chr3_15633107_15633187_-	HACL1	-0.15	-0.125	-1.09	0.86	0
chr8_110569960_110570148_+	EBAG9	0.05	0.055	0.69	0.61	0
chr3_156865342_156866378_-	CCNL1	-0.06	-0.035	-0.2	0.38	0
chr14_45686222_45686382_-	MIS18BP1	-0.03	-0.025	-0.1	0.34	0
chrX_53247458_53247580_-	KDM5C	-0.05	-0.045	-0.3	0.42	0
chr9_131904960_131905584_+	PPP2R4	0.01	0.015	0.29	0.41	0
chr3_56649156_56649300_+	CCDC66	-0.01	0.015	0.29	0.41	0
chr3_56649950_56650081_+	CCDC66	-0.06	-0.035	-0.2	0.38	0
chr10_35437296_35437419_+	CREM	0.03	0.035	0.49	0.51	0
chr11_113631235_113631312_-	ZW10	-0.03	-0.015	0	0.3	0
chr10_35437329_35437419_+	CREM	-0.01	-0.005	0.1	0.34	0
chr12_95637717_95637785_+	VEZT	-0.02	-0.005	0.1	0.34	0
chr12_95650326_95650398_+	VEZT	0.07	0.085	0.98	0.79	0
chr12_95650926_95651015_+	VEZT	0.05	0.065	0.79	0.67	0
chr21_37781059_37781128_+	CHAF1B	-0.05	-0.045	-0.3	0.42	0
chr11_4123223_4123311_+	RRM1	0.02	0.025	0.39	0.46	0
chr9_132394929_132395955_+	NTMT1	0.01	0.025	0.39	0.46	0
chr21_38137313_38137473_-	HLCS	-0.18	-0.165	-1.48	1.16	0
chr9_132678245_132678259_-	FNBP1	-0.03	-0.025	-0.1	0.34	0
chr19_37656287_37656598_-	ZNF585A	-0.06	-0.045	-0.3	0.42	0
chr4_129886382_129886473_-	SCLT1	-0.02	-0.005	0.1	0.34	0
chrX_53458773_53458854_-	HSD17B10	-0.02	-0.015	0	0.3	0
chr3_32746303_32746464_+	CNOT10	-0.03	-0.015	0	0.3	0
chr15_65743337_65743448_-	DPP8	0.01	0.025	0.39	0.46	0
chrX_53571521_53571723_-	HUWE1	-0.19	-0.185	-1.68	1.33	0
chr1_184041291_184041432_+	TSEN15	0.04	0.045	0.59	0.56	0
chr6_131520601_131520713_+	AKAP7	-0.3	-0.295	-2.76	2.54	0.67
chr2_135960402_135960533_-	ZRANB3	0.03	0.045	0.59	0.56	0
chr1_184041961_184042980_+	TSEN15	-0.04	-0.035	-0.2	0.38	0
chr1_184041961_184043340_+	TSEN15	-0.04	-0.035	-0.2	0.38	0
chr1_100588766_100588845_-	SASS6	0.04	0.045	0.59	0.56	0
chr6_133093271_133093345_-	SLC18B1	-0.04	-0.025	-0.1	0.34	0
chr1_100613450_100613882_+	TRMT13	-0.08	-0.065	-0.49	0.51	0
chr14_50300141_50300214_-	NEMF	-0.3	-0.285	-2.66	2.41	0.58
chr3_159603996_159604113_+	SCHIP1	-0.24	-0.235	-2.17	1.82	0.21
chr6_133846153_133846253_+	EYA4	-0.03	-0.025	-0.1	0.34	0
chr3_159605497_159605694_+	SCHIP1	-0.24	-0.235	-2.17	1.82	0.21
chr3_159605497_159605694_+	IQCJ-SCHIP1	-0.24	-0.235	-2.17	1.82	0.21
chr2_136409303_136409602_+	R3HDM1	-0.03	-0.015	0	0.3	0
chr2_136418840_136418963_+	R3HDM1	-0.04	-0.025	-0.1	0.34	0
chr2_136432902_136433056_+	R3HDM1	-0.05	-0.035	-0.2	0.38	0
chrX_64744444_64744494_-	LAS1L	-0.38	-0.375	-3.55	3.72	1.5
chr15_42823611_42823676_+	SNAP23	0.01	0.025	0.39	0.46	0
chr1_92755755_92755863_-	GLMN	-0.03	-0.015	0	0.3	0
chr13_48936951_48937093_+	RB1	-0.06	-0.055	-0.4	0.46	0
chr22_39411600_39411756_+	APOBEC3C	-0.11	-0.105	-0.89	0.73	0
chr5_172336670_172336764_+	ERGIC1	-0.01	-0.005	0.1	0.34	0
chr8_124243540_124243997_-	ZHX1-C8ORF76	-0.04	-0.035	-0.2	0.38	0
chr2_136529990_136530117_+	UBXN4	-0.02	-0.005	0.1	0.34	0
chr17_40172069_40172222_+	NKIRAS2	-0.03	-0.015	0	0.3	0
chr17_40172087_40172222_+	NKIRAS2	-0.03	-0.015	0	0.3	0
chr1_52496039_52496220_-	TXNDC12	0.04	0.055	0.69	0.61	0
chr14_51371936_51372274_-	PYGL	-0.03	-0.025	-0.1	0.34	0
chr12_99028074_99028191_-	IKBIP	0.2	0.215	2.27	1.94	0.27
chr14_51387259_51387341_-	PYGL	-0.03	-0.025	-0.1	0.34	0
chr14_51404454_51404555_-	PYGL	-0.01	-0.005	0.1	0.34	0
chr2_55894997_55895093_-	PNPT1	-0.01	-0.005	0.1	0.34	0
chr9_135526462_135526503_-	DDX31	-0.08	-0.065	-0.49	0.51	0
chr13_100888096_100888132_+	PCCA	-0.03	-0.025	-0.1	0.34	0
chr15_66604062_66604238_+	DIS3L	-0.03	-0.015	0	0.3	0
chr16_4481600_4481673_+	DNAJA3	0.02	0.025	0.39	0.46	0
chr19_37825614_37825684_+	HKR1	0.06	0.085	0.98	0.79	0
chr17_40174425_40174658_+	NKIRAS2	0.02	0.035	0.49	0.51	0
chr12_123710835_123710898_-	MPHOSPH9	-0.04	-0.015	0	0.3	0
chr1_52924008_52924121_-	ZCCHC11	-0.02	-0.015	0	0.3	0
chr19_37837199_37837394_+	HKR1	0.01	0.035	0.49	0.51	0
chr19_37837258_37837394_+	HKR1	0.01	0.035	0.49	0.51	0
chr17_40289780_40289896_-	RAB5C	0.01	0.015	0.29	0.41	0
chr21_42598193_42598281_+	BACE2	0.01	0.025	0.39	0.46	0
chr6_135749767_135749897_-	AHI1	-0.01	-0.005	0.1	0.34	0
chr1_109482667_109482764_-	CLCC1	-0.06	-0.045	-0.3	0.42	0
chr17_40666307_40666478_+	ATP6V0A1	-0.02	-0.005	0.1	0.34	0
chr6_135754165_135754394_-	AHI1	-0.02	-0.005	0.1	0.34	0
chr2_152324988_152325065_+	RIF1	-0.17	-0.165	-1.48	1.16	0
chr5_93987407_93987550_+	ANKRD32	-0.02	-0.015	0	0.3	0
chr1_198247091_198247199_+	NEK7	0.02	0.025	0.39	0.46	0
chr9_137020462_137020495_+	WDR5	-0.02	-0.005	0.1	0.34	0
chr12_124101058_124101150_+	DDX55	-0.03	-0.015	0	0.3	0
chr10_46339774_46339842_-	AGAP4	-0.06	-0.025	-0.1	0.34	0
chr16_46952533_46952669_+	GPT2	-0.03	-0.015	0	0.3	0
chr11_47254365_47254510_+	DDB2	0.01	0.025	0.39	0.46	0
chr14_53194217_53194712_+	PSMC6	0.03	0.035	0.49	0.51	0
chr8_97258535_97258682_-	MTERFD1	-0.02	-0.015	0	0.3	0
chr1_110282862_110283133_-	GSTM3	-0.07	-0.065	-0.49	0.51	0
chr13_103483915_103484047_+	BIVM	-0.11	-0.095	-0.79	0.67	0
chr19_37917154_37917280_-	ZNF569	0.04	0.055	0.69	0.61	0
chr12_124140318_124140371_+	GTF2H3	0.02	0.025	0.39	0.46	0
chr19_37935809_37935866_-	ZNF569	0.03	0.045	0.59	0.56	0
chr3_169501518_169501646_+	MYNN	0.19	0.205	2.17	1.82	0.21
chr14_53224037_53224073_+	STYX	0.06	0.065	0.79	0.67	0
chr8_130951854_130951992_-	FAM49B	0.08	0.085	0.98	0.79	0
chr14_53224592_53224642_+	STYX	0.06	0.065	0.79	0.67	0
chr15_68489778_68489966_-	CALML4	0.03	0.045	0.59	0.56	0
chr16_47698796_47698886_+	PHKB	0.02	0.025	0.39	0.46	0
chr2_15753348_15753408_+	DDX1	-0.09	-0.085	-0.69	0.61	0
chr1_11072741_11072800_+	TARDBP	0.02	0.025	0.39	0.46	0
chr14_54866612_54866630_+	CDKN3	-0.15	-0.135	-1.18	0.92	0
chr11_47505005_47505084_-	CELF1	-0.05	-0.045	-0.3	0.42	0
chr10_47239293_47239372_-	AGAP10	-0.04	-0.005	0.1	0.34	0
chr6_136682143_136682317_-	MAP7	-0.02	-0.015	0	0.3	0
chr2_159533251_159533379_+	PKP4	-0.13	-0.115	-0.99	0.79	0
chr17_40972792_40972859_-	BECN1	-0.02	-0.005	0.1	0.34	0
chr11_47600581_47600710_+	NDUFS3	-0.1	-0.085	-0.69	0.61	0
chr9_140468660_140468832_-	DPH7	0.07	0.095	1.08	0.85	0
chr1_54512940_54513045_-	TMEM59	0.01	0.015	0.29	0.41	0
chr11_47600626_47600710_+	NDUFS3	-0.1	-0.085	-0.69	0.61	0
chr2_160104883_160105023_-	WDSUB1	-0.02	-0.005	0.1	0.34	0
chr6_137191028_137191141_+	PEX7	0.07	0.095	1.08	0.85	0
chr6_137191870_137191977_+	PEX7	0.06	0.085	0.98	0.79	0
chr11_47650505_47650598_-	MTCH2	-0.05	-0.045	-0.3	0.42	0
chr13_111545375_111545610_-	ANKRD10	0.08	0.095	1.08	0.85	0
chr15_68506628_68506726_-	CLN6	0.15	0.165	1.77	1.42	0
chr18_20596759_20596887_+	RBBP8	-0.07	-0.055	-0.4	0.46	0
chr4_156276868_156277036_-	MAP9	-0.04	-0.035	-0.2	0.38	0
chr1_54722800_54722859_-	SSBP3	-0.03	-0.025	-0.1	0.34	0
chr8_54723724_54723777_-	ATP6V1H	0.26	0.265	2.76	2.54	0.67
chr3_129210984_129211037_+	IFT122	-0.07	-0.045	-0.3	0.42	0
chr21_46363599_46363707_+	FAM207A	-0.1	-0.095	-0.79	0.67	0
chr14_55657787_55657894_-	DLGAP5	0.02	0.035	0.49	0.51	0
chr17_41107947_41107989_-	AARSD1	-0.47	-0.445	-4.24	4.95	2.47
chr17_41108221_41108332_-	AARSD1	-0.02	-0.005	0.1	0.34	0
chr3_179042830_179043110_+	ZNF639	-0.11	-0.105	-0.89	0.73	0
chr17_41108221_41108337_-	AARSD1	-0.01	0.005	0.2	0.38	0
chr1_204506558_204506625_+	MDM4	-0.12	-0.105	-0.89	0.73	0
chr1_58996273_58996401_-	OMA1	-0.14	-0.125	-1.09	0.86	0
chr2_161159841_161159998_-	RBMS1	-0.02	-0.015	0	0.3	0
chr6_139349979_139350012_+	ABRACL	-0.01	-0.005	0.1	0.34	0
chr19_39127529_39127595_+	EIF3K	-0.04	-0.025	-0.1	0.34	0
chr9_17273731_17273864_+	CNTLN	-0.03	-0.015	0	0.3	0
chr17_41116419_41116493_-	AARSD1	-0.03	-0.015	0	0.3	0
chr9_17366615_17366715_+	CNTLN	-0.02	-0.005	0.1	0.34	0
chr1_113143416_113143470_-	ST7L	-0.06	-0.035	-0.2	0.38	0
chr2_162017796_162017923_+	TANK	0.05	0.055	0.69	0.61	0
chr1_113159435_113159517_-	ST7L	-0.15	-0.135	-1.18	0.92	0
chr14_57748807_57748946_+	AP5M1	-0.02	-0.005	0.1	0.34	0
chr14_58673767_58673901_+	ACTR10	0.01	0.025	0.39	0.46	0
chr5_178032826_178032866_-	CLK4	-0.03	-0.005	0.1	0.34	0
chr2_163216004_163216062_+	GCA	0.01	0.005	0.2	0.38	0
chr12_133287405_133287653_+	PGAM5	-0.12	-0.115	-0.99	0.79	0
chr2_67626682_67626758_+	ETAA1	-0.06	-0.055	-0.4	0.46	0
chr17_41228505_41228631_-	BRCA1	-0.01	0.005	0.2	0.38	0
chr17_41231351_41231416_-	BRCA1	0.02	0.035	0.49	0.51	0
chr9_19089410_19089557_-	HAUS6	-0.07	-0.055	-0.4	0.46	0
chr17_41249261_41249306_-	BRCA1	0.03	0.045	0.59	0.56	0
chr10_51572427_51572492_+	NCOA4	0.02	0.035	0.49	0.51	0
chr13_114174931_114175048_+	TMCO3	0.01	0.025	0.39	0.46	0
chr16_56868040_56868166_+	NUP93	-0.03	-0.025	-0.1	0.34	0
chr19_39412642_39412718_-	SARS2	0.02	0.035	0.49	0.51	0
chr9_20353523_20353594_-	MLLT3	0.01	0.015	0.29	0.41	0
chr9_20354806_20354877_-	MLLT3	0.01	0.015	0.29	0.41	0
chr15_71193261_71193290_+	LRRC49	-0.51	-0.485	-4.64	5.76	3.09
chr19_39433322_39433391_-	FBXO17	-0.03	-0.015	0	0.3	0
chr18_23660269_23660387_-	SS18	0.05	0.055	0.69	0.61	0
chr1_6293534_6293703_-	ICMT	0.02	0.035	0.49	0.51	0
chr15_71229100_71229161_+	LRRC49	-0.04	-0.015	0	0.3	0
chr22_19165240_19165378_-	SLC25A1	-0.11	-0.105	-0.89	0.73	0
chr17_41354672_41354729_+	NBR1	-0.03	-0.015	0	0.3	0
chr18_23670465_23670572_-	SS18	0.06	0.065	0.79	0.67	0
chr9_21859302_21859424_+	MTAP	-0.04	-0.035	-0.2	0.38	0
chr9_21861975_21862366_+	MTAP	-0.01	-0.005	0.1	0.34	0
chr10_15120690_15120752_-	ACBD7	-0.03	-0.025	-0.1	0.34	0
chr6_146216021_146216113_-	SHPRH	-0.13	-0.115	-0.99	0.79	0
chr9_21861975_21867077_+	MTAP	-0.01	-0.005	0.1	0.34	0
chr7_120988905_120990604_-	FAM3C	-0.01	-0.005	0.1	0.34	0
chr9_21974677_21975038_-	CDKN2A	-0.05	-0.045	-0.3	0.42	0
chr17_73273434_73273564_-	SLC25A19	0.02	0.035	0.49	0.51	0
chr1_21083659_21083749_-	HP1BP3	-0.03	-0.025	-0.1	0.34	0
chr5_179247759_179248141_+	SQSTM1	0.01	0.025	0.39	0.46	0
chr1_21097423_21097566_-	HP1BP3	-0.02	-0.005	0.1	0.34	0
chr16_57490843_57490927_+	COQ9	-0.06	-0.045	-0.3	0.42	0
chr22_19502488_19502571_+	CDC45	-0.01	0.005	0.2	0.38	0
chr1_65270417_65270521_+	RAVER2	-0.02	-0.005	0.1	0.34	0
chr1_114944011_114944085_-	TRIM33	-0.02	-0.005	0.1	0.34	0
chr2_170677602_170677739_-	METTL5	0.02	0.025	0.39	0.46	0
chr11_61188664_61188729_-	CPSF7	0.12	0.135	1.48	1.16	0
chr2_170680999_170681068_-	METTL5	-0.01	-0.005	0.1	0.34	0
chr5_179706796_179707036_-	MAPK9	0.11	0.125	1.38	1.08	0
chr9_32558908_32558952_-	NDUFB6	0.06	0.065	0.79	0.67	0
chr16_58429006_58429122_+	GINS3	0.1	0.115	1.28	1	0
chr10_5488574_5488821_+	NET1	0.04	0.045	0.59	0.56	0
chr1_211469018_211469095_+	RCOR3	0.03	0.055	0.69	0.61	0
chr14_61201480_61201669_+	MNAT1	0.08	0.085	0.98	0.79	0
chr15_72810408_72810475_+	ARIH1	-0.01	0.005	0.2	0.38	0
chr19_40596701_40596795_-	ZNF780A	-0.04	-0.015	0	0.3	0
chr12_16111122_16111269_+	DERA	-0.05	-0.035	-0.2	0.38	0
chr5_180034965_180035284_-	FLT4	-0.1	-0.085	-0.69	0.61	0
chr17_423066_423170_-	VPS53	-0.03	-0.025	-0.1	0.34	0
chr2_171902684_171902872_-	TLK1	-0.02	-0.005	0.1	0.34	0
chr17_42397990_42398117_-	SLC25A39	-0.02	-0.015	0	0.3	0
chr2_171974249_171974367_-	TLK1	0.03	0.045	0.59	0.56	0
chr3_183547173_183547497_-	PARL	-0.01	0.005	0.2	0.38	0
chr2_172182351_172182416_-	METTL8	-0.05	-0.035	-0.2	0.38	0
chr22_20936898_20937034_+	MED15	-0.04	-0.025	-0.1	0.34	0
chr3_183547297_183547497_-	PARL	-0.01	0.005	0.2	0.38	0
chr2_216861029_216861188_-	MREG	-0.02	-0.005	0.1	0.34	0
chr14_31050282_31050322_+	G2E3	-0.04	-0.025	-0.1	0.34	0
chr2_32865337_32865477_+	TTC27	-0.02	-0.005	0.1	0.34	0
chr22_21066774_21066899_-	PI4KA	-0.04	-0.025	-0.1	0.34	0
chr2_172271113_172271236_-	METTL8	0.07	0.085	0.98	0.79	0
chr3_183560086_183560235_-	PARL	-0.03	-0.015	0	0.3	0
chr12_19467748_19467828_+	PLEKHA5	0.02	0.035	0.49	0.51	0
chr12_19499928_19500116_+	PLEKHA5	0.08	0.095	1.08	0.85	0
chr6_151219996_151220136_+	MTHFD1L	0.01	0.015	0.29	0.41	0
chr16_66592093_66592251_+	CKLF	0.12	0.125	1.38	1.08	0
chr3_183861230_183861353_+	EIF2B5	-0.02	-0.005	0.1	0.34	0
chr12_19615444_19615651_+	AEBP2	-0.04	-0.035	-0.2	0.38	0
chr5_276127_277055_+	PDCD6	0.02	0.025	0.39	0.46	0
chr5_304299_304336_+	AHRR	-0.03	-0.015	0	0.3	0
chr9_33328579_33328676_+	NFX1	-0.09	-0.075	-0.59	0.56	0
chr12_2100287_2100412_-	DCP1B	0.15	0.165	1.77	1.42	0
chr9_33354084_33354185_+	NFX1	0.02	0.035	0.49	0.51	0
chr4_185606563_185606652_+	PRIMPOL	-0.09	-0.075	-0.59	0.56	0
chr7_128620025_128620085_-	TNPO3	-0.01	0.005	0.2	0.38	0
chr8_17532695_17532761_-	MTUS1	-0.19	-0.185	-1.68	1.33	0
chr15_74742277_74742410_-	UBL7	0.01	0.015	0.29	0.41	0
chr2_172563790_172563887_+	DYNC1I2	-0.29	-0.285	-2.66	2.41	0.58
chr8_17533785_17533838_-	MTUS1	-0.01	-0.005	0.1	0.34	0
chr11_62500590_62500671_+	TTC9C	0.52	0.535	5.42	7.53	4.49
chr9_33948372_33948585_-	UBAP2	-0.04	-0.015	0	0.3	0
chr1_212911825_212912028_-	NSL1	-0.03	-0.025	-0.1	0.34	0
chr18_32621395_32621625_+	MAPRE2	0.02	0.025	0.39	0.46	0
chr4_186231789_186231970_+	SNX25	-0.02	-0.005	0.1	0.34	0
chr1_68652223_68652332_-	WLS	0.02	0.025	0.39	0.46	0
chr8_17838100_17838264_+	PCM1	-0.05	-0.045	-0.3	0.42	0
chr12_22797145_22797521_+	ETNK1	0.05	0.055	0.69	0.61	0
chr1_212964872_212965119_-	NSL1	-0.02	-0.015	0	0.3	0
chr11_62601090_62601146_-	WDR74	-0.07	-0.055	-0.4	0.46	0
chr16_66916_67051_-	WASH4P	-0.06	-0.035	-0.2	0.38	0
chr19_41939177_41939339_-	ATP5SL	0.04	0.055	0.69	0.61	0
chr19_41942297_41942344_-	ATP5SL	0.06	0.065	0.79	0.67	0
chr15_74979432_74979520_-	EDC3	0.04	0.045	0.59	0.56	0
chr4_186435424_186435491_-	PDLIM3	0.01	0.015	0.29	0.41	0
chr10_70140989_70141156_-	RUFY2	-0.12	-0.105	-0.89	0.73	0
chr11_62655607_62655690_+	SLC3A2	-0.01	0.015	0.29	0.41	0
chr2_74699485_74699597_-	MRPL53	0.04	0.045	0.59	0.56	0
chr16_67227375_67227418_+	E2F4	-0.08	-0.065	-0.49	0.51	0
chr17_44412911_44412960_+	LRRC37A	-0.1	-0.055	-0.4	0.46	0
chr2_74755375_74755448_-	AUP1	-0.11	-0.085	-0.69	0.61	0
chr8_19214714_19214794_+	SH2D4A	0.14	0.155	1.67	1.32	0
chr13_21956040_21956084_-	ZDHHC20	0.21	0.225	2.37	2.05	0.34
chr14_65568264_65568290_-	MAX	-0.18	-0.175	-1.58	1.24	0
chr16_67487447_67487618_-	ATP6V0D1	-0.09	-0.085	-0.69	0.61	0
chr17_44415041_44415160_+	LRRC37A	-0.13	-0.095	-0.79	0.67	0
chr11_63675732_63675776_+	MARK2	-0.05	-0.035	-0.2	0.38	0
chr1_212988355_212988939_+	TATDN3	-0.03	-0.015	0	0.3	0
chr13_24448985_24449048_-	MIPEP	-0.04	-0.035	-0.2	0.38	0
chr12_27135706_27135792_-	TM7SF3	-0.01	0.005	0.2	0.38	0
chr6_160114177_160114260_-	SOD2	-0.03	-0.025	-0.1	0.34	0
chr6_160114177_160114266_-	SOD2	-0.03	-0.025	-0.1	0.34	0
chr2_75914953_75915103_-	GCFC2	-0.01	0.005	0.2	0.38	0
chr4_1957420_1957576_+	WHSC1	-0.05	-0.035	-0.2	0.38	0
chr22_29139870_29139911_+	HSCB	0.03	0.045	0.59	0.56	0
chr6_160114177_160114360_-	SOD2	-0.03	-0.025	-0.1	0.34	0
chr1_70736539_70736639_-	ANKRD13C	-0.03	-0.015	0	0.3	0
chr4_20703764_20703844_+	PACRGL	0.02	0.035	0.49	0.51	0
chr13_25877240_25877293_+	NUPL1	0.02	0.025	0.39	0.46	0
chr15_56686859_56687032_+	TEX9	-0.06	-0.045	-0.3	0.42	0
chr11_64000176_64000337_+	DNAJC4	0.04	0.045	0.59	0.56	0
chr12_27540161_27540253_+	ARNTL2	0.06	0.065	0.79	0.67	0
chr2_175809898_175809989_-	CHN1	-0.02	-0.005	0.1	0.34	0
chr1_214505361_214505535_+	SMYD2	-0.11	-0.105	-0.89	0.73	0
chr19_4446280_4446410_-	UBXN6	-0.17	-0.165	-1.48	1.16	0
chr17_44600450_44600521_+	LRRC37A2	-0.12	-0.085	-0.69	0.61	0
chr8_22502268_22502317_-	BIN3	-0.06	-0.045	-0.3	0.42	0
chr16_68172414_68172687_+	NFATC3	-0.03	-0.015	0	0.3	0
chr2_176844538_176844596_-	KIAA1715	-0.04	-0.035	-0.2	0.38	0
chr15_75782549_75782642_-	PTPN9	-0.1	-0.085	-0.69	0.61	0
chr8_23152972_23153143_+	R3HCC1	0.04	0.055	0.69	0.61	0
chr2_39043017_39043327_-	DHX57	0.02	0.035	0.49	0.51	0
chr9_125887318_125887952_-	STRBP	-0.06	-0.055	-0.4	0.46	0
chr5_74011335_74011515_+	HEXB	-0.04	-0.035	-0.2	0.38	0
chr17_34171884_34172042_+	TAF15	-0.02	-0.015	0	0.3	0
chr18_39613790_39613921_+	PIK3C3	-0.02	-0.005	0.1	0.34	0
chr12_72278591_72278681_+	TBC1D15	-0.32	-0.305	-2.86	2.67	0.76
chr8_25303596_25303766_-	KCTD9	0.1	0.115	1.28	1	0
chr2_85843292_85843586_+	USP39	-0.17	-0.155	-1.38	1.08	0
chr2_85843309_85843586_+	USP39	-0.17	-0.155	-1.38	1.08	0
chr18_39661087_39661360_+	PIK3C3	-0.02	-0.005	0.1	0.34	0
chr6_167347579_167347624_-	RNASET2	-0.01	0.005	0.2	0.38	0
chr3_195254559_195254703_-	PPP1R2	0.03	0.045	0.59	0.56	0
