id	gene	deltaPSI	deltaPSIc	z	p	q
chr3_139069819_139069904_+	MRPS22	-0.02	-0.015	-0.18	0.37	0
chr13_73539412_73539542_+	PIBF1	0.01	0.025	0.36	0.44	0
chr16_14951074_14951179_+	NOMO1	-0.03	-0.015	-0.18	0.37	0
chr11_68343426_68343511_+	PPP6R3	-0.03	-0.025	-0.32	0.43	0
chr3_140685842_140685878_+	SLC25A36	0.18	0.185	2.52	2.23	0.36
chr10_70502185_70502326_+	CCAR1	-0.02	0.005	0.09	0.33	0
chr19_1612206_1612429_-	TCF3	0.07	0.075	1.03	0.82	0
chr3_14163417_14163586_-	CHCHD4	-0.01	-0.005	-0.05	0.32	0
chr17_57812699_57812834_+	VMP1	-0.04	-0.035	-0.45	0.49	0
chr7_104773451_104773515_-	SRPK2	0.02	0.025	0.36	0.44	0
chr11_107288920_107289013_-	CWF19L2	0.04	0.045	0.63	0.58	0
chr17_57842332_57842472_+	VMP1	-0.01	-0.005	-0.05	0.32	0
chr16_15069009_15069077_+	PDXDC1	-0.04	-0.035	-0.45	0.49	0
chr13_76124112_76124123_+	UCHL3	0.02	0.025	0.36	0.44	0
chr2_24276974_24277062_+	FKBP1B	-0.04	-0.035	-0.45	0.49	0
chr6_76343420_76343442_+	SENP6	-0.05	-0.045	-0.58	0.55	0
chr15_22993025_22993155_+	CYFIP1	-0.07	-0.065	-0.85	0.7	0
chr13_48575316_48575462_-	SUCLA2	-0.05	-0.045	-0.58	0.55	0
chr15_42850396_42850488_+	HAUS2	0.09	0.105	1.44	1.13	0
chr15_82725763_82725850_+	GOLGA6L9	-0.02	-0.005	-0.05	0.32	0
chr6_123046273_123046426_+	PKIB	-0.03	-0.035	-0.45	0.49	0
chr1_117622190_117622271_+	TTF2	-0.07	-0.065	-0.85	0.7	0
chr17_57987923_57987972_+	RPS6KB1	-0.03	-0.015	-0.18	0.37	0
chr15_23002876_23005943_+	CYFIP1	-0.06	-0.055	-0.72	0.63	0
chr10_70695762_70695835_+	DDX50	-0.03	-0.025	-0.32	0.43	0
chr12_48529074_48529166_+	PFKM	-0.04	-0.035	-0.45	0.49	0
chr6_137191870_137191977_+	PEX7	0.04	0.055	0.76	0.65	0
chr3_141724283_141724377_-	TFDP2	-0.02	-0.015	-0.18	0.37	0
chr16_15122735_15123662_+	PDXDC1	-0.06	-0.055	-0.72	0.63	0
chr16_66597025_66597120_+	CKLF	0.06	0.055	0.76	0.65	0
chr3_141747421_141747488_-	TFDP2	0.02	0.025	0.36	0.44	0
chr13_80125152_80125257_+	NDFIP2	-0.01	-0.005	-0.05	0.32	0
chr13_80126651_80126713_+	NDFIP2	-0.02	-0.015	-0.18	0.37	0
chr12_49072819_49072933_-	KANSL2	-0.01	-0.005	-0.05	0.32	0
chr13_80126651_80130210_+	NDFIP2	-0.02	-0.015	-0.18	0.37	0
chr13_95230984_95231027_-	TGDS	-0.01	0.005	0.09	0.33	0
chr13_95243107_95243197_-	TGDS	-0.1	-0.085	-1.12	0.88	0
chr13_95686859_95686993_-	ABCC4	-0.03	-0.025	-0.32	0.43	0
chr10_70949023_70949191_+	SUPV3L1	-0.02	-0.015	-0.18	0.37	0
chr13_95695936_95696041_-	ABCC4	0.02	0.025	0.36	0.44	0
chr13_95696520_95696692_-	ABCC4	0.01	0.015	0.22	0.38	0
chr3_14209757_14209776_-	XPC	0.07	0.075	1.03	0.82	0
chr16_9023226_9023400_-	USP7	0.11	0.115	1.57	1.24	0
chr1_70646769_70646892_-	LRRC40	0.02	0.025	0.36	0.44	0
chr16_15180222_15180257_-	RRN3	-0.02	-0.015	-0.18	0.37	0
chr16_15180222_15180311_-	RRN3	0.01	0.025	0.36	0.44	0
chr15_30011981_30012220_-	TJP1	0.1	0.105	1.44	1.13	0
chr12_133306265_133308796_-	ANKLE2	0.08	0.085	1.17	0.92	0
chr8_17797551_17797667_+	PCM1	0.02	0.025	0.36	0.44	0
chr8_17808124_17808233_+	PCM1	0.01	0.025	0.36	0.44	0
chr12_49318829_49318894_-	FKBP11	0.05	0.055	0.76	0.65	0
chr1_70740403_70740501_-	ANKRD13C	-0.02	-0.015	-0.18	0.37	0
chr19_58787689_58787795_+	ZNF544	-0.02	-0.025	-0.32	0.43	0
chr19_36001281_36001344_-	DMKN	-0.02	-0.015	-0.18	0.37	0
chr17_12914980_12915099_-	ELAC2	-0.09	-0.085	-1.12	0.88	0
chr10_71930169_71930228_-	SAR1A	0.04	0.045	0.63	0.58	0
chr1_70883620_70883715_+	CTH	-0.08	-0.075	-0.99	0.79	0
chr6_8041372_8041501_-	BLOC1S5-TXNDC5	0.09	0.095	1.3	1.01	0
chr3_145841052_145841112_-	PLOD2	0.07	0.075	1.03	0.82	0
chr17_60601597_60601692_+	TLK2	-0.05	-0.035	-0.45	0.49	0
chr13_98634757_98634823_+	IPO5	0.02	0.025	0.36	0.44	0
chr15_30431878_30431987_+	GOLGA8T	-0.01	0.005	0.09	0.33	0
chr10_72643267_72643805_-	PCBD1	-0.06	-0.055	-0.72	0.63	0
chr6_143457972_143458127_+	AIG1	0.02	0.025	0.36	0.44	0
chr6_143605247_143605362_+	AIG1	-0.03	-0.025	-0.32	0.43	0
chr9_37304185_37304310_+	ZCCHC7	0.02	0.025	0.36	0.44	0
chr3_148759277_148759455_-	HLTF	-0.05	-0.045	-0.58	0.55	0
chr19_5941810_5941846_-	RANBP3	0.08	0.075	1.03	0.82	0
chr13_99171497_99171521_-	STK24	0.02	0.025	0.36	0.44	0
chr6_143789259_143789302_+	PEX3	-0.02	-0.015	-0.18	0.37	0
chr7_11142113_11142273_+	PHF14	-0.03	-0.025	-0.32	0.43	0
chr13_99896086_99896205_+	UBAC2	-0.04	-0.035	-0.45	0.49	0
chr1_1423243_1423294_+	ATAD3B	-0.07	-0.065	-0.85	0.7	0
chr17_15440294_15441467_-	TVP23C	0.07	0.075	1.03	0.82	0
chr17_15440295_15441467_-	TVP23C	0.07	0.075	1.03	0.82	0
chr12_110454193_110454238_+	ANKRD13A	0.04	0.055	0.76	0.65	0
chr11_113701589_113701665_-	USP28	-0.03	-0.025	-0.32	0.43	0
chr15_30898046_30898165_+	GOLGA8H	-0.07	-0.055	-0.72	0.63	0
chr5_176433285_176433443_-	UIMC1	-0.01	0.005	0.09	0.33	0
chr1_143910078_143910155_-	FAM72D	-0.06	-0.055	-0.72	0.63	0
chr17_15457079_15457143_-	TVP23C	-0.01	0.005	0.09	0.33	0
chr1_77587960_77588044_-	PIGK	0.03	0.035	0.49	0.51	0
chr16_68321226_68321338_+	SLC7A6	0.01	0.025	0.36	0.44	0
chr1_241665743_241665870_-	FH	-0.02	-0.015	-0.18	0.37	0
chr14_100841620_100841687_-	WARS	0.09	0.095	1.3	1.01	0
chr10_74810811_74811007_-	P4HA1	-0.07	-0.055	-0.72	0.63	0
chr6_146214351_146214490_-	SHPRH	0.04	0.045	0.63	0.58	0
chr12_16109870_16109967_+	DERA	0.04	0.045	0.63	0.58	0
chr13_21956040_21956084_-	ZDHHC20	0.24	0.245	3.32	3.35	1.04
chr1_207932984_207933069_+	CD46	0.03	0.035	0.49	0.51	0
chr16_18413797_18413857_-	NPIPA8	-0.02	-0.015	-0.18	0.37	0
chr7_97501663_97501783_-	ASNS	-0.08	-0.075	-0.99	0.79	0
chr3_107508634_107508723_+	BBX	0.11	0.115	1.57	1.24	0
chr1_207940952_207940996_+	CD46	0.04	0.045	0.63	0.58	0
chr19_19414533_19414656_-	SUGP1	-0.02	-0.005	-0.05	0.32	0
chr10_74914014_74914206_-	ECD	-0.02	-0.005	-0.05	0.32	0
chr1_207956637_207956675_+	CD46	0.03	0.035	0.49	0.51	0
chr10_34661426_34661464_-	PARD3	0.09	0.095	1.3	1.01	0
chr19_7997512_7997631_-	TIMM44	-0.03	-0.025	-0.32	0.43	0
chr12_49580093_49580241_-	TUBA1A	0.02	0.025	0.36	0.44	0
chr18_61074665_61074732_-	VPS4B	-0.04	-0.035	-0.45	0.49	0
chr6_105845728_105845802_-	PREP	-0.03	-0.025	-0.32	0.43	0
chr12_19440407_19440490_+	PLEKHA5	0.02	0.025	0.36	0.44	0
chr10_74968377_74968544_+	FAM149B1	-0.08	-0.065	-0.85	0.7	0
chr10_74970009_74970196_+	FAM149B1	-0.08	-0.065	-0.85	0.7	0
chr1_144816473_144816678_+	NBPF9	-0.15	-0.145	-1.93	1.57	0.03
chr10_74987818_74987942_+	FAM149B1	-0.11	-0.095	-1.26	0.98	0
chr1_21106838_21107033_-	HP1BP3	0.06	0.065	0.9	0.74	0
chr10_74990180_74990283_+	FAM149B1	-0.15	-0.135	-1.8	1.44	0.01
chr12_49856058_49857408_+	SPATS2	0.01	0.015	0.22	0.38	0
chr12_19653027_19653155_+	AEBP2	-0.03	-0.025	-0.32	0.43	0
chr17_6510501_6510590_-	KIAA0753	-0.02	-0.005	-0.05	0.32	0
chr10_74994575_74994698_+	FAM149B1	-0.08	-0.065	-0.85	0.7	0
chr12_19653063_19653155_+	AEBP2	-0.03	-0.025	-0.32	0.43	0
chr16_1869116_1869224_-	HAGH	0.02	0.025	0.36	0.44	0
chr18_10534463_10534493_+	NAPG	0.04	0.045	0.63	0.58	0
chr8_8866542_8866648_+	ERI1	0.03	0.035	0.49	0.51	0
chr3_32490946_32491044_+	CMTM7	-0.12	-0.115	-1.53	1.2	0
chr11_118405222_118406544_+	TMEM25	-0.01	-0.005	-0.05	0.32	0
chr11_78270585_78270665_-	NARS2	-0.05	-0.045	-0.58	0.55	0
chr1_149830749_149831245_-	HIST2H4B	0.06	0.045	0.63	0.58	0
chr10_75006446_75006586_-	DNAJC9	-0.02	-0.005	-0.05	0.32	0
chr2_27911567_27911634_+	SLC4A1AP	-0.05	-0.045	-0.58	0.55	0
chr1_84670165_84670208_+	PRKACB	-0.02	-0.005	-0.05	0.32	0
chr1_212241566_212241669_+	DTL	-0.18	-0.175	-2.34	2.02	0.26
chr6_151219996_151220136_+	MTHFD1L	-0.04	-0.045	-0.58	0.55	0
chr6_151226786_151226897_+	MTHFD1L	0.02	0.015	0.22	0.38	0
chr1_212521731_212521839_+	PPP2R5A	-0.01	-0.005	-0.05	0.32	0
chr1_212522531_212522584_+	PPP2R5A	0.01	0.015	0.22	0.38	0
chr3_15457005_15457090_-	METTL6	-0.02	-0.005	-0.05	0.32	0
chr2_28467647_28467729_+	BRE	-0.02	-0.015	-0.18	0.37	0
chr3_15466462_15466596_-	METTL6	-0.01	0.005	0.09	0.33	0
chr5_178044345_178044435_-	CLK4	0.06	0.075	1.03	0.82	0
chr15_34438962_34439051_-	KATNBL1	0.03	0.035	0.49	0.51	0
chr16_19559277_19559336_+	CCP110	-0.12	-0.115	-1.53	1.2	0
chr17_1747872_1747980_+	RPA1	-0.04	-0.035	-0.45	0.49	0
chr3_11874500_11874625_-	TAMM41	0.12	0.125	1.71	1.36	0
chr12_25356659_25356766_+	LYRM5	0.04	0.045	0.63	0.58	0
chr8_15480589_15480758_+	TUSC3	-0.01	-0.005	-0.05	0.32	0
chr16_89807212_89807274_-	FANCA	0.02	0.015	0.22	0.38	0
chr17_73263827_73263982_-	MIF4GD	-0.05	-0.045	-0.58	0.55	0
chr1_198262075_198262169_+	NEK7	0.08	0.085	1.17	0.92	0
chr1_247163250_247163376_-	ZNF670	0.02	0.035	0.49	0.51	0
chr8_29931505_29931571_-	TMEM66	0.05	0.045	0.63	0.58	0
chr10_75160561_75160615_-	ANXA7	0.14	0.145	1.98	1.62	0.06
chr14_102802972_102803056_+	ZNF839	0.01	0.025	0.36	0.44	0
chr10_43127743_43127887_-	ZNF33B	0.04	0.055	0.76	0.65	0
chr17_46052880_46053019_+	CDK5RAP3	-0.04	-0.035	-0.45	0.49	0
chr15_83100556_83100675_+	GOLGA6L9	-0.15	-0.135	-1.8	1.44	0.01
chr12_51442861_51442968_+	LETMD1	-0.07	-0.055	-0.72	0.63	0
chr17_18003883_18003919_+	DRG2	0.04	0.045	0.63	0.58	0
chr19_9694862_9695024_-	ZNF121	0.04	0.045	0.63	0.58	0
chr11_85359011_85359133_+	TMEM126A	-0.08	-0.075	-0.99	0.79	0
chr15_34822168_34822275_-	GOLGA8B	-0.06	-0.045	-0.58	0.55	0
chr10_75440766_75441099_-	AGAP5	0.08	0.095	1.3	1.01	0
chr16_30213359_30213451_+	SULT1A3	-0.05	-0.045	-0.58	0.55	0
chr17_4623688_4623767_+	ARRB2	-0.02	-0.015	-0.18	0.37	0
chr1_144903077_144903204_-	PDE4DIP	0.05	0.045	0.63	0.58	0
chr1_144904625_144904679_-	PDE4DIP	0.05	0.045	0.63	0.58	0
chr12_51449962_51450028_+	LETMD1	-0.21	-0.195	-2.61	2.34	0.44
chr1_86821677_86821690_-	ODF2L	0.01	0.025	0.36	0.44	0
chr1_144906059_144906196_-	PDE4DIP	0.04	0.035	0.49	0.51	0
chr1_86822127_86822285_-	ODF2L	0.03	0.045	0.63	0.58	0
chr12_51497938_51497986_-	TFCP2	-0.06	-0.055	-0.72	0.63	0
chr5_179247921_179248141_+	SQSTM1	0.01	0.015	0.22	0.38	0
chr21_33073308_33073484_-	SCAF4	0.11	0.115	1.57	1.24	0
chr14_103934418_103934523_+	MARK3	-0.01	-0.005	-0.05	0.32	0
chr12_7354837_7354947_+	PEX5	-0.07	-0.065	-0.85	0.7	0
chr13_36805299_36805429_-	CCDC169	-0.04	-0.035	-0.45	0.49	0
chr3_158364532_158364736_+	GFM1	0.03	0.035	0.49	0.51	0
chr1_87379711_87379809_-	SEP15	0.02	0.025	0.36	0.44	0
chr10_75579290_75579403_-	CAMK2G	0.06	0.065	0.9	0.74	0
chr2_32903923_32903989_+	TTC27	-0.09	-0.085	-1.12	0.88	0
chr8_38103751_38103818_+	DDHD2	-0.2	-0.195	-2.61	2.34	0.44
chr10_75599297_75599359_-	CAMK2G	-0.04	-0.035	-0.45	0.49	0
chr15_65748050_65748179_-	DPP8	0.03	0.035	0.49	0.51	0
chr21_33948969_33949233_-	TCP10L	-0.04	-0.035	-0.45	0.49	0
chr8_38105231_38105354_+	DDHD2	-0.04	-0.035	-0.45	0.49	0
chr17_18684627_18685862_+	TVP23B	0.01	0.015	0.22	0.38	0
chr17_18692348_18692364_+	TVP23B	0.03	0.045	0.63	0.58	0
chr17_18694209_18694273_+	TVP23B	-0.05	-0.045	-0.58	0.55	0
chr11_86782565_86782657_+	TMEM135	-0.04	-0.035	-0.45	0.49	0
chr17_66244192_66244846_+	AMZ2	-0.03	-0.025	-0.32	0.43	0
chr8_38184248_38184353_-	WHSC1L1	-0.03	-0.025	-0.32	0.43	0
chr5_179998230_179998432_+	CNOT6	-0.03	-0.025	-0.32	0.43	0
chr5_180034965_180035284_-	FLT4	-0.03	-0.025	-0.32	0.43	0
chr11_88061280_88061366_-	CTSC	0.28	0.275	3.73	4.02	1.5
chr1_91403042_91403647_-	ZNF644	0.04	0.045	0.63	0.58	0
chr14_104151323_104151653_+	KLC1	-0.08	-0.075	-0.99	0.79	0
chr14_104151323_104152548_+	KLC1	-0.08	-0.075	-0.99	0.79	0
chr17_18770570_18770647_+	PRPSAP2	-0.05	-0.045	-0.58	0.55	0
chr2_10016127_10016147_+	TAF1B	-0.05	-0.045	-0.58	0.55	0
chr3_97670996_97671096_-	MINA	0.04	0.045	0.63	0.58	0
chr5_139887370_139887583_+	ANKHD1-EIF4EBP3	0.05	0.055	0.76	0.65	0
chr11_61213413_61213531_+	SDHAF2	0.14	0.145	1.98	1.62	0.06
chr14_75530657_75530710_-	ACYP1	-0.05	-0.045	-0.58	0.55	0
chr12_53839799_53840417_+	PRR13	-0.09	-0.085	-1.12	0.88	0
chr8_10690402_10690494_-	SOX7	-0.01	-0.005	-0.05	0.32	0
chr1_153599615_153599744_-	S100A13	0.03	0.035	0.49	0.51	0
chr2_101874253_101874417_+	CNOT11	-0.03	-0.025	-0.32	0.43	0
chr15_85666292_85666424_+	PDE8A	-0.08	-0.075	-0.99	0.79	0
chr11_89939916_89939978_-	CHORDC1	0.17	0.175	2.38	2.06	0.27
chr6_167417211_167417299_+	FGFR1OP	-0.05	-0.045	-0.58	0.55	0
chr1_92732257_92732298_-	GLMN	-0.11	-0.095	-1.26	0.98	0
chr2_38541750_38541806_-	ATL2	-0.02	-0.015	-0.18	0.37	0
chr17_19558594_19558700_+	ALDH3A2	-0.02	-0.015	-0.18	0.37	0
chr17_19568261_19568360_+	ALDH3A2	-0.13	-0.125	-1.66	1.31	0
chr17_19575034_19575269_+	ALDH3A2	-0.02	-0.015	-0.18	0.37	0
chr19_33609916_33610023_+	GPATCH1	-0.02	-0.015	-0.18	0.37	0
chr19_33695544_33695758_+	LRP3	-0.02	-0.015	-0.18	0.37	0
chr2_175809616_175809671_-	CHN1	-0.03	-0.015	-0.18	0.37	0
chr17_19576513_19576588_+	ALDH3A2	0.12	0.125	1.71	1.36	0
chr8_9629879_9629933_+	TNKS	-0.04	-0.035	-0.45	0.49	0
chr17_19578809_19578812_+	ALDH3A2	-0.02	-0.015	-0.18	0.37	0
chr11_9198319_9198449_-	DENND5A	-0.05	-0.035	-0.45	0.49	0
chr6_170173415_170173498_+	ERMARD	-0.05	-0.045	-0.58	0.55	0
chr17_71201692_71201819_+	COG1	-0.06	-0.055	-0.72	0.63	0
chr17_19827721_19827830_-	AKAP10	0.06	0.065	0.9	0.74	0
chr1_220831132_220831176_+	MARK1	-0.13	-0.125	-1.66	1.31	0
chr1_220953360_220953421_+	MARC2	-0.04	-0.035	-0.45	0.49	0
chr16_22385552_22385758_-	CDR2	-0.02	-0.005	-0.05	0.32	0
chr1_220953360_220953491_+	MARC2	-0.07	-0.065	-0.85	0.7	0
chr8_42206557_42206608_+	POLB	0.01	0.015	0.22	0.38	0
chr11_93435942_93436085_+	KIAA1731	-0.06	-0.045	-0.58	0.55	0
chr5_32419926_32420208_-	ZFR	-0.03	-0.015	-0.18	0.37	0
chr10_86223689_86223772_+	CCSER2	-0.06	-0.055	-0.72	0.63	0
chr8_42218813_42218883_+	POLB	0.02	0.025	0.36	0.44	0
chr17_7150383_7150496_-	CTDNEP1	-0.03	-0.025	-0.32	0.43	0
chr10_86237331_86237420_+	CCSER2	-0.05	-0.045	-0.58	0.55	0
chr7_134653091_134653153_+	CALD1	-0.09	-0.095	-1.26	0.98	0
chr6_17539500_17539689_+	CAP2	-0.03	-0.025	-0.32	0.43	0
chr17_20109109_20109225_+	SPECC1	0.05	0.055	0.76	0.65	0
chr21_35189535_35189720_+	ITSN1	0.05	0.055	0.76	0.65	0
chr21_35189535_35189918_+	ITSN1	0.05	0.055	0.76	0.65	0
chr1_145325235_145325343_+	NBPF10	0.03	0.035	0.49	0.51	0
chr3_169991074_169991128_+	PRKCI	-0.02	-0.015	-0.18	0.37	0
chr16_2256744_2256930_+	MLST8	0.13	0.135	1.84	1.48	0.01
chr17_2239331_2239434_-	TSR1	-0.18	-0.175	-2.34	2.02	0.26
chr2_109489907_109490045_+	CCDC138	0.07	0.085	1.17	0.92	0
chr1_100672001_100672192_-	DBT	-0.05	-0.045	-0.58	0.55	0
chr2_110303037_110303119_-	SEPT10	-0.02	-0.015	-0.18	0.37	0
chr2_39055482_39055578_-	DHX57	-0.04	-0.035	-0.45	0.49	0
chr2_110332158_110332344_-	SEPT10	-0.07	-0.065	-0.85	0.7	0
chr19_35500327_35500347_+	GRAMD1A	0.02	0.025	0.36	0.44	0
chr1_145333797_145333969_+	NBPF10	-0.03	-0.025	-0.32	0.43	0
chr17_73008832_73008967_+	ICT1	-0.02	-0.015	-0.18	0.37	0
chr2_39564667_39564722_-	MAP4K3	-0.04	-0.025	-0.32	0.43	0
chr4_186435857_186436044_-	PDLIM3	-0.03	-0.025	-0.32	0.43	0
chr2_96072689_96072905_+	FAHD2A	-0.07	-0.065	-0.85	0.7	0
chr16_4390252_4390406_-	PAM16	-0.04	-0.035	-0.45	0.49	0
chr14_50300141_50300214_-	NEMF	-0.15	-0.135	-1.8	1.44	0.01
chr2_181845851_181846204_+	UBE2E3	0.01	0.015	0.22	0.38	0
chr20_390525_390669_+	RBCK1	-0.02	-0.015	-0.18	0.37	0
chr17_26488186_26488292_+	NLK	0.03	0.035	0.49	0.51	0
chr2_42544567_42544664_+	EML4	-0.03	-0.025	-0.32	0.43	0
chr17_26652529_26652673_+	TMEM97	0.04	0.035	0.49	0.51	0
chr3_128877351_128877402_-	ISY1-RAB43	-0.05	-0.045	-0.58	0.55	0
chr6_20548824_20548936_+	CDKAL1	-0.01	-0.005	-0.05	0.32	0
chr10_51572367_51572492_+	NCOA4	0.01	0.015	0.22	0.38	0
chr17_26687174_26687261_+	TMEM199	-0.01	-0.005	-0.05	0.32	0
chr16_25151497_25151568_+	LCMT1	-0.01	-0.005	-0.05	0.32	0
chr7_105176019_105176138_+	RINT1	-0.02	-0.005	-0.05	0.32	0
chr11_11976444_11976491_+	USP47	-0.04	-0.035	-0.45	0.49	0
chr19_35988208_35988440_-	DMKN	-0.01	-0.005	-0.05	0.32	0
chr4_1957420_1957576_+	WHSC1	-0.09	-0.085	-1.12	0.88	0
chr17_73265428_73265529_-	MIF4GD	-0.04	-0.035	-0.45	0.49	0
chr13_49684449_49684542_+	FNDC3A	0.18	0.185	2.52	2.23	0.36
chr9_95082225_95082419_-	NOL8	0.14	0.155	2.11	1.76	0.12
chr19_35988394_35988440_-	DMKN	-0.01	-0.005	-0.05	0.32	0
chr1_225599039_225599142_-	LBR	-0.04	-0.035	-0.45	0.49	0
chr9_95083950_95084028_-	NOL8	0.02	0.035	0.49	0.51	0
chr14_50889839_50889894_-	MAP4K5	-0.02	-0.015	-0.18	0.37	0
chr10_93000241_93000337_+	PCGF5	-0.09	-0.085	-1.12	0.88	0
chr1_145362979_145363030_+	NBPF10	0.43	0.415	5.61	7.99	4.57
chr16_277241_277685_-	LUC7L	0.02	0.025	0.36	0.44	0
chr2_44548207_44548584_-	PREPL	0.03	0.035	0.49	0.51	0
chr10_93596676_93596755_+	TNKS2	0.03	0.035	0.49	0.51	0
chr1_145365287_145365459_+	NBPF10	0.01	0.015	0.22	0.38	0
chr11_96117126_96118154_-	CCDC82	0.07	0.075	1.03	0.82	0
chr1_145366179_145366230_+	NBPF10	0.01	0.015	0.22	0.38	0
chr17_73787841_73788100_+	UNK	-0.03	-0.025	-0.32	0.43	0
chr2_189405908_189406045_+	GULP1	0.03	0.035	0.49	0.51	0
chr6_52930257_52930590_+	FBXO9	-0.04	-0.035	-0.45	0.49	0
chr14_92547309_92547401_-	ATXN3	-0.02	-0.015	-0.18	0.37	0
chr19_44531175_44531301_+	ZNF222	0.02	0.025	0.36	0.44	0
chr1_227300372_227300614_-	CDC42BPA	-0.1	-0.095	-1.26	0.98	0
chr10_101961845_101961906_-	CHUK	-0.02	-0.015	-0.18	0.37	0
chr19_36001273_36001337_-	DMKN	-0.04	-0.035	-0.45	0.49	0
chr9_96278265_96278551_+	FAM120A	-0.05	-0.045	-0.58	0.55	0
chr17_73900303_73900394_-	MRPL38	0.06	0.065	0.9	0.74	0
chr9_96285562_96285645_+	FAM120A	0.01	0.015	0.22	0.38	0
chr12_97306354_97306595_+	NEDD1	-0.18	-0.165	-2.2	1.86	0.19
chr5_149758792_149758971_+	TCOF1	-0.02	-0.015	-0.18	0.37	0
chr2_44981194_44981257_+	CAMKMT	-0.05	-0.045	-0.58	0.55	0
chr1_228296138_228296175_-	MRPL55	-0.06	-0.055	-0.72	0.63	0
chr11_28112164_28112274_-	KIF18A	0.04	0.055	0.76	0.65	0
chr8_126114600_126114729_+	NSMCE2	-0.03	-0.025	-0.32	0.43	0
chr10_102020723_102020801_-	CWF19L1	-0.01	-0.005	-0.05	0.32	0
chr2_238949929_238950558_+	UBE2F	-0.01	-0.005	-0.05	0.32	0
chr1_58971732_58971881_-	OMA1	0.01	0.015	0.22	0.38	0
chr1_228296142_228296209_-	MRPL55	0.02	0.025	0.36	0.44	0
chr12_56692393_56692475_-	CS	0.02	0.015	0.22	0.38	0
chr3_183521044_183521123_+	YEATS2	0.03	0.035	0.49	0.51	0
chr12_56704217_56704379_-	CNPY2	-0.06	-0.055	-0.72	0.63	0
chr19_36123838_36123903_+	RBM42	-0.12	-0.115	-1.53	1.2	0
chr10_103290994_103291090_+	BTRC	-0.08	-0.075	-0.99	0.79	0
chr12_56869729_56869761_-	GLS2	-0.01	-0.005	-0.05	0.32	0
chr12_102411498_102411583_-	CCDC53	0.13	0.145	1.98	1.62	0.06
chr12_102413055_102413149_-	CCDC53	0.01	0.025	0.36	0.44	0
chr5_43307868_43307926_-	HMGCS1	0.17	0.175	2.38	2.06	0.27
chr16_28599931_28600012_+	CCDC101	0.04	0.045	0.63	0.58	0
chr14_24429111_24429212_+	DHRS4	-0.02	-0.015	-0.18	0.37	0
chr12_102443967_102444069_-	CCDC53	0.15	0.155	2.11	1.76	0.12
chr10_96316936_96316979_+	HELLS	0.08	0.095	1.3	1.01	0
chr9_2170419_2170472_+	SMARCA2	-0.03	-0.025	-0.32	0.43	0
chr17_74717345_74717438_-	JMJD6	0.04	0.045	0.63	0.58	0
chr4_2941262_2941372_-	NOP14	-0.03	-0.025	-0.32	0.43	0
chr16_28722978_28723108_+	EIF3C	-0.07	-0.065	-0.85	0.7	0
chr1_146035862_146036030_-	NBPF11	-0.01	-0.005	-0.05	0.32	0
chr21_44119078_44119121_+	PDE9A	0.08	0.085	1.17	0.92	0
chr2_128615340_128615523_-	POLR2D	0.03	0.035	0.49	0.51	0
chr7_151071183_151071287_+	NUB1	0.02	0.025	0.36	0.44	0
chr6_30029031_30029446_+	ZNRD1	0.05	0.045	0.63	0.58	0
chr4_37845985_37846174_+	PGM2	-0.03	-0.025	-0.32	0.43	0
chr7_151071183_151071710_+	NUB1	0.02	0.025	0.36	0.44	0
chr1_146040890_146040968_-	NBPF11	0.11	0.115	1.57	1.24	0
chr10_97387199_97387343_-	ALDH18A1	-0.01	-0.005	-0.05	0.32	0
chr2_53999044_53999079_+	CHAC2	-0.03	-0.025	-0.32	0.43	0
chr1_146041003_146041053_-	NBPF11	0.14	0.135	1.84	1.48	0.01
chr3_184037477_184037589_+	EIF4G1	-0.02	-0.015	-0.18	0.37	0
chr3_184037545_184037589_+	EIF4G1	-0.02	-0.015	-0.18	0.37	0
chr6_30036056_30036130_+	PPP1R11	0.02	0.025	0.36	0.44	0
chr4_38126732_38126752_+	TBC1D1	0.05	0.045	0.63	0.58	0
chr1_146046960_146047032_-	NBPF11	0.24	0.245	3.32	3.35	1.04
chr19_36504416_36504490_-	ALKBH6	-0.06	-0.045	-0.58	0.55	0
chr15_48458130_48458223_-	MYEF2	-0.01	-0.005	-0.05	0.32	0
chr3_49717026_49717077_+	APEH	-0.08	-0.085	-1.12	0.88	0
chr14_58680359_58680416_+	ACTR10	-0.27	-0.255	-3.41	3.49	1.14
chr14_58681923_58682002_+	ACTR10	-0.05	-0.035	-0.45	0.49	0
chr4_39116779_39117952_+	KLHL5	0.09	0.095	1.3	1.01	0
chr17_76201174_76201271_+	AFMID	-0.02	-0.005	-0.05	0.32	0
chr21_46221199_46221313_-	UBE2G2	0.02	0.025	0.36	0.44	0
chr6_30164293_30164523_-	TRIM26	0.14	0.155	2.11	1.76	0.12
chr17_30499956_30500079_+	RHOT1	0.06	0.065	0.9	0.74	0
chr2_135870721_135870840_+	RAB3GAP1	-0.03	-0.015	-0.18	0.37	0
chr2_55479613_55479789_-	MTIF2	-0.01	-0.005	-0.05	0.32	0
chr14_24586126_24586253_+	DCAF11	-0.11	-0.105	-1.39	1.08	0
chr12_57682792_57682823_-	R3HDM2	-0.05	-0.045	-0.58	0.55	0
chr1_146068154_146068252_-	NBPF11	0.18	0.185	2.52	2.23	0.36
chr12_46315192_46315977_-	SCAF11	0.01	0.015	0.22	0.38	0
